=== cf top-up Wed Jun 10 16:52:10 EDT 2026 ===
Streaming OwensLab/CommunityForensics-Small (split=train)...
Resuming — 8624 images from 227 generators already on disk.

CommunityForensics: 0img [00:00, ?img/s]
CommunityForensics: 1img [00:36, 36.66s/img]
CommunityForensics: 2img [00:37, 15.42s/img]
CommunityForensics: 4img [00:37,  5.80s/img]
CommunityForensics: 26646img [39:32, 177.78img/s]
CommunityForensics: 26664img [39:32, 163.87img/s]
CommunityForensics: 26686img [39:32, 174.99img/s]
CommunityForensics: 26706img [39:32, 180.07img/s]
CommunityForensics: 26725img [39:32, 179.20img/s]
CommunityForensics: 26748img [39:33, 191.23img/s]
CommunityForensics: 26768img [39:33, 174.52img/s]
CommunityForensics: 26786img [39:33, 166.93img/s]
CommunityForensics: 26803img [39:33, 167.33img/s]
CommunityForensics: 26823img [39:33, 174.96img/s]
CommunityForensics: 26844img [39:33, 182.77img/s]
CommunityForensics: 26865img [39:33, 187.90img/s]
CommunityForensics: 26892img [39:33, 210.60img/s]
CommunityForensics: 26914img [39:33, 201.09img/s]
CommunityForensics: 26931img [39:45, 201.09img/s]
CommunityForensics: 26932img [47:08,  6.53s/img] 
CommunityForensics: 26940img [47:08,  5.61s/img]
CommunityForensics: 26957img [47:08,  3.93s/img]
CommunityForensics: 26973img [47:09,  2.81s/img]
CommunityForensics: 26987img [47:09,  2.07s/img]
CommunityForensics: 26999img [47:09,  1.57s/img]
CommunityForensics: 27014img [47:09,  1.09s/img]
CommunityForensics: 27029img [47:09,  1.31img/s]
CommunityForensics: 27044img [47:09,  1.87img/s]
CommunityForensics: 27057img [47:09,  2.55img/s]
CommunityForensics: 27070img [47:10,  3.51img/s]
CommunityForensics: 27088img [47:10,  5.39img/s]
CommunityForensics: 27102img [47:10,  7.38img/s]
CommunityForensics: 27115img [47:10,  9.90img/s]
CommunityForensics: 27128img [47:10, 12.55img/s]
CommunityForensics: 27138img [47:11, 12.92img/s]
CommunityForensics: 27146img [47:11, 13.36img/s]
CommunityForensics: 27152img [47:12, 13.76img/s]
CommunityForensics: 27157img [47:12, 14.63img/s]
CommunityForensics: 27161img [47:12, 15.62img/s]
CommunityForensics: 27165img [47:12, 16.17img/s]
CommunityForensics: 27168img [47:13, 15.85img/s]
CommunityForensics: 27171img [47:13, 15.91img/s]
CommunityForensics: 27174img [47:13, 15.19img/s]
CommunityForensics: 27176img [47:13, 15.53img/s]
CommunityForensics: 27179img [47:13, 16.54img/s]
CommunityForensics: 27181img [47:14, 14.74img/s]
CommunityForensics: 27183img [47:14, 15.00img/s]
CommunityForensics: 27186img [47:14, 17.42img/s]
CommunityForensics: 27188img [47:14, 16.74img/s]
CommunityForensics: 27191img [47:14, 17.77img/s]
CommunityForensics: 27194img [47:14, 19.47img/s]
CommunityForensics: 27197img [47:14, 21.55img/s]
CommunityForensics: 27200img [47:14, 20.13img/s]
CommunityForensics: 27203img [47:15, 18.01img/s]
CommunityForensics: 27207img [47:15, 19.15img/s]
CommunityForensics: 27209img [47:15, 17.56img/s]
CommunityForensics: 27211img [47:15, 17.01img/s]
CommunityForensics: 27213img [47:15, 16.44img/s]
CommunityForensics: 27215img [47:15, 16.83img/s]
CommunityForensics: 27217img [47:15, 16.66img/s]
CommunityForensics: 27220img [47:16, 18.26img/s]
CommunityForensics: 27222img [47:16, 17.88img/s]
CommunityForensics: 27224img [47:16, 17.87img/s]
CommunityForensics: 27226img [47:16, 16.36img/s]
CommunityForensics: 27228img [47:16, 16.46img/s]
CommunityForensics: 27230img [47:16, 14.66img/s]
CommunityForensics: 27232img [47:16, 15.17img/s]
CommunityForensics: 27234img [47:17, 14.61img/s]
CommunityForensics: 27237img [47:17, 16.60img/s]
CommunityForensics: 27239img [47:17, 16.40img/s]
CommunityForensics: 27242img [47:17, 16.97img/s]
CommunityForensics: 27250img [47:17, 31.02img/s]
CommunityForensics: 27263img [47:17, 52.77img/s]
CommunityForensics: 27275img [47:17, 69.38img/s]
CommunityForensics: 27291img [47:17, 92.32img/s]
CommunityForensics: 27306img [47:18, 107.30img/s]
CommunityForensics: 27325img [47:18, 128.00img/s]
CommunityForensics: 27342img [47:18, 137.94img/s]
CommunityForensics: 27361img [47:18, 152.04img/s]
CommunityForensics: 27383img [47:18, 166.22img/s]
CommunityForensics: 27400img [47:18, 158.02img/s]
CommunityForensics: 27417img [47:18, 161.25img/s]
CommunityForensics: 27434img [47:18, 157.56img/s]
CommunityForensics: 27450img [47:18, 152.43img/s]
CommunityForensics: 27470img [47:19, 163.99img/s]
CommunityForensics: 27489img [47:19, 170.58img/s]
CommunityForensics: 27507img [47:19, 166.65img/s]
CommunityForensics: 27527img [47:19, 173.61img/s]
CommunityForensics: 27545img [47:19, 165.67img/s]
CommunityForensics: 27566img [47:19, 177.05img/s]
CommunityForensics: 27584img [47:19, 176.52img/s]
CommunityForensics: 27603img [47:19, 179.22img/s]
CommunityForensics: 27622img [47:19, 175.22img/s]
CommunityForensics: 27642img [47:19, 181.46img/s]
CommunityForensics: 27663img [47:20, 184.94img/s]
CommunityForensics: 27682img [47:20, 181.33img/s]
CommunityForensics: 27701img [47:20, 178.79img/s]
CommunityForensics: 27719img [47:20, 175.71img/s]
CommunityForensics: 27738img [47:20, 179.46img/s]
CommunityForensics: 27756img [47:20, 169.21img/s]
CommunityForensics: 27775img [47:20, 174.72img/s]
CommunityForensics: 27793img [47:20, 168.71img/s]
CommunityForensics: 27812img [47:20, 172.17img/s]
CommunityForensics: 27835img [47:21, 187.01img/s]
CommunityForensics: 27854img [47:21, 178.48img/s]
CommunityForensics: 27872img [47:21, 174.05img/s]
CommunityForensics: 27895img [47:21, 188.54img/s]
CommunityForensics: 27915img [47:21, 182.00img/s]
CommunityForensics: 27934img [47:21, 169.14img/s]
CommunityForensics: 27952img [47:21, 163.10img/s]
CommunityForensics: 27969img [47:21, 160.54img/s]
CommunityForensics: 27986img [47:21, 158.24img/s]
CommunityForensics: 28002img [47:22, 155.59img/s]
CommunityForensics: 28024img [47:22, 172.16img/s]
CommunityForensics: 28042img [47:22, 163.29img/s]
CommunityForensics: 28059img [47:22, 155.81img/s]
CommunityForensics: 28075img [47:22, 153.10img/s]
CommunityForensics: 28091img [47:22, 152.28img/s]
CommunityForensics: 28108img [47:22, 157.19img/s]
CommunityForensics: 28124img [47:22, 153.33img/s]
CommunityForensics: 28140img [47:22, 151.21img/s]
CommunityForensics: 28160img [47:23, 162.50img/s]
CommunityForensics: 28178img [47:23, 166.37img/s]
CommunityForensics: 28195img [47:23, 153.91img/s]
CommunityForensics: 28211img [47:23, 147.75img/s]
CommunityForensics: 28232img [47:23, 162.08img/s]
CommunityForensics: 28249img [47:23, 162.10img/s]
CommunityForensics: 28266img [47:23, 161.66img/s]
CommunityForensics: 28283img [47:23, 154.97img/s]
CommunityForensics: 28299img [47:23, 150.82img/s]
CommunityForensics: 28315img [47:24, 147.15img/s]
CommunityForensics: 28331img [47:24, 149.08img/s]
CommunityForensics: 28349img [47:24, 151.16img/s]
CommunityForensics: 28365img [47:24, 145.56img/s]
CommunityForensics: 28380img [47:24, 116.06img/s]
CommunityForensics: 28393img [47:24, 102.26img/s]
CommunityForensics: 28405img [47:24, 104.50img/s]
CommunityForensics: 28422img [47:25, 117.72img/s]
CommunityForensics: 28439img [47:25, 130.01img/s]
CommunityForensics: 28453img [47:25, 128.70img/s]
CommunityForensics: 28472img [47:25, 144.64img/s]
CommunityForensics: 28489img [47:25, 149.53img/s]
CommunityForensics: 28505img [47:25, 151.72img/s]
CommunityForensics: 28521img [47:25, 149.98img/s]
CommunityForensics: 28537img [47:25, 150.52img/s]
CommunityForensics: 28558img [47:25, 161.82img/s]
CommunityForensics: 28575img [47:25, 156.53img/s]
CommunityForensics: 28591img [47:26, 153.52img/s]
CommunityForensics: 28608img [47:26, 156.85img/s]
CommunityForensics: 28630img [47:26, 170.00img/s]
CommunityForensics: 28648img [47:26, 143.03img/s]
CommunityForensics: 28667img [47:26, 153.24img/s]
CommunityForensics: 28688img [47:26, 168.07img/s]
CommunityForensics: 28706img [47:26, 149.31img/s]
CommunityForensics: 28723img [47:26, 153.75img/s]
CommunityForensics: 28744img [47:27, 166.50img/s]
CommunityForensics: 28762img [47:27, 153.97img/s]
CommunityForensics: 28778img [47:27, 150.32img/s]
CommunityForensics: 28794img [47:27, 151.38img/s]
CommunityForensics: 28810img [47:27, 153.03img/s]
CommunityForensics: 28826img [47:27, 154.78img/s]
CommunityForensics: 28842img [47:27, 147.93img/s]
CommunityForensics: 28861img [47:27, 159.51img/s]
CommunityForensics: 28883img [47:27, 176.20img/s]
CommunityForensics: 28901img [47:28, 167.81img/s]
CommunityForensics: 28919img [47:28, 160.52img/s]
CommunityForensics: 28941img [47:28, 175.58img/s]
CommunityForensics: 28959img [47:28, 176.53img/s]
CommunityForensics: 28977img [47:28, 168.57img/s]
CommunityForensics: 28997img [47:28, 171.31img/s]
CommunityForensics: 29015img [47:28, 173.24img/s]
CommunityForensics: 29033img [47:28, 164.25img/s]
CommunityForensics: 29050img [47:28, 157.49img/s]
CommunityForensics: 29070img [47:29, 162.42img/s]
CommunityForensics: 29088img [47:29, 163.89img/s]
CommunityForensics: 29107img [47:29, 162.09img/s]
CommunityForensics: 29124img [47:29, 164.18img/s]
CommunityForensics: 29141img [47:29, 159.98img/s]
CommunityForensics: 29162img [47:29, 173.69img/s]
CommunityForensics: 29187img [47:29, 194.87img/s]
CommunityForensics: 29207img [47:29, 194.17img/s]
CommunityForensics: 29227img [47:29, 177.84img/s]
CommunityForensics: 29246img [47:30, 178.40img/s]
CommunityForensics: 29268img [47:30, 188.81img/s]
CommunityForensics: 29288img [47:30, 182.85img/s]
CommunityForensics: 29307img [47:30, 170.56img/s]
CommunityForensics: 29326img [47:30, 175.74img/s]
CommunityForensics: 29345img [47:30, 178.36img/s]
CommunityForensics: 29364img [47:30, 171.89img/s]
CommunityForensics: 29383img [47:30, 175.81img/s]
CommunityForensics: 29401img [47:30, 165.50img/s]
CommunityForensics: 29421img [47:31, 174.90img/s]
CommunityForensics: 29442img [47:31, 183.26img/s]
CommunityForensics: 29461img [47:31, 150.46img/s]
CommunityForensics: 29484img [47:31, 168.60img/s]
CommunityForensics: 29503img [47:31, 173.05img/s]
CommunityForensics: 29522img [47:31, 157.25img/s]
CommunityForensics: 29539img [47:31, 108.97img/s]
CommunityForensics: 29557img [47:32, 121.85img/s]
CommunityForensics: 29582img [47:32, 149.42img/s]
CommunityForensics: 29602img [47:32, 160.31img/s]
CommunityForensics: 29621img [47:32, 144.25img/s]
CommunityForensics: 29643img [47:32, 161.13img/s]
CommunityForensics: 29661img [47:32, 145.70img/s]
CommunityForensics: 29677img [47:32, 108.23img/s]
CommunityForensics: 29690img [47:33, 101.56img/s]
CommunityForensics: 29702img [47:33, 104.40img/s]
CommunityForensics: 29714img [47:33, 107.86img/s]
CommunityForensics: 29729img [47:33, 117.86img/s]
CommunityForensics: 29745img [47:33, 125.12img/s]
CommunityForensics: 29764img [47:33, 141.24img/s]
CommunityForensics: 29779img [47:33, 139.63img/s]
CommunityForensics: 29797img [47:33, 150.18img/s]
CommunityForensics: 29813img [47:33, 151.61img/s]
CommunityForensics: 29831img [47:34, 158.70img/s]
CommunityForensics: 29848img [47:34, 154.56img/s]
CommunityForensics: 29864img [47:34, 150.92img/s]
CommunityForensics: 29884img [47:34, 164.05img/s]
CommunityForensics: 29902img [47:34, 164.71img/s]
CommunityForensics: 29923img [47:52, 164.71img/s]/opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
=== CF TOPUP DONE Wed Jun 10 17:43:36 EDT 2026 ===
